NO,共通ID,施設・場所名,住所,指定緊急避難場所との住所同一,その他市町村長が必要と認める事項,受入対象者,緯度,経度,備考
414,E0330300005111,道の駅石神の丘,岩手県岩手町大字五日市10-121-20,1,,,39.9685996215639,141.213786402289,
415,E0330300006111,沼宮内高等学校,岩手県岩手町大字五日市10-4,1,,,39.9695616523834,141.211356320926,
416,E0330300007111,林業研修センター,岩手県岩手町大字五日市12-81-1,1,,,39.9612945393598,141.213930421992,
417,E0330300008111,沼宮内中学校,岩手県岩手町大字五日市8-30-2,1,,,39.980946324235,141.224623053763,
418,E0330300009111,沼宮内保育所,岩手県岩手町大字江刈内9-65-17,1,,,39.9692248073225,141.220427459401,
419,E0330300010111,スポーツ文化センター,岩手県岩手町大字子抱5-142,1,,,39.9541293293588,141.205713913792,
420,E0330300011111,旧水堀小学校,岩手県岩手町大字沼宮内20-15-1,1,,,40.0066694300605,141.239339032738,
421,E0330300012111,水堀いきがい交流センター,岩手県岩手町大字沼宮内20-8-1,1,,,40.0082651398032,141.238861624141,
422,E0330300013111,沼宮内公民館,岩手県岩手町大字沼宮内7-33,1,,,39.9730326640476,141.22316458183,
423,E0330300014111,沼宮内小学校,岩手県岩手町大字沼宮内9-57-2,1,,,39.9749145635275,141.227157830252,
424,E0330300015111,川口公民館別館,岩手県岩手町大字川口12-10,1,,,39.91522235142,141.202305392882,
425,E0330300016111,川口小学校,岩手県岩手町大字川口15-91-2,1,,,39.9257283026854,141.205306192595,
426,E0330300017111,川口保育所,岩手県岩手町大字川口16-26-4,1,,,39.9259812553873,141.204341867271,
427,E0330300018112,南山形公民館,岩手県岩手町大字川口26-52-2,1,,,39.89851291,141.3017368,
428,E0330300019112,旧北山形小学校,岩手県岩手町大字川口41-145-2,1,,,39.9424456184835,141.325781052383,
429,E0330300019111,旧東部中学校,岩手県岩手町大字川口41-145-2,1,,,39.9424908597556,141.326727872156,
430,E0330300020111,北山形公民館,岩手県岩手町大字川口43-192-5,1,,,39.9429169600906,141.327349279948,
431,E0330300021112,川口公民館,岩手県岩手町大字川口9-34,1,,,39.921433947833,141.201643796144,
432,E0330300021111,川口社会体育館,岩手県岩手町大字川口9-34,1,,,39.9214606895246,141.201287062344,
433,E0330300022112,岩瀬張地区体育館,岩手県岩手町大字大坊5-8-1,1,,,39.970764,141.335068,
434,E0330300023111,浮島公民館,岩手県岩手町大字土川1-131-1,1,,,39.9431543197731,141.161128822074,
435,E0348300001111,江川公民館,岩手県岩泉町安家字高須賀39-3,1,,,39.930612930415,141.76050851944,
436,E0348300003111,松ケ沢公民館,岩手県岩泉町安家字松ケ沢249-2,1,,,39.982171789684,141.69355355795,
437,E0348300005111,岩泉町立安家小学校,岩手県岩泉町安家字松林157-2,1,,,39.985852618741,141.73774845833,
438,E0348300078111,坂本地区集会施設,岩手県岩泉町安家字大坂本15-2,1,,,39.97115828119,141.60891774473,
439,E0348300006111,旧大平小中学校,岩手県岩泉町安家字大平115-2,1,,,39.97043884605,141.66123789264,土砂災害は校舎２階のみ
440,E0348300007111,安家地区総合交流センター,岩手県岩泉町安家字日蔭66,1,,,39.98606098591,141.72766747225,
441,E0348300010111,栃の木皆の川ふれあいセンター,岩手県岩泉町下有芸字千足6-1,1,,,39.762663488639,141.83265451838,
442,E0348300011111,肘葛地区生涯学習センター,岩手県岩泉町下有芸字肘葛11,1,,,39.768078950441,141.87667346661,
443,E0348300012111,権現岩谷地区交流センター,岩手県岩泉町釜津田字権現7-1,1,,,39.855770312241,141.55606750049,
444,E0348300013111,旧釜津田中学校,岩手県岩泉町釜津田字上種倉27-6,1,,,39.792972335222,141.59193581079,
445,E0348300015111,岩泉町立釜津田小学校,岩手県岩泉町釜津田字沢口37,1,,,39.784548382035,141.55788180468,土砂災害は校舎２階以上
446,E0348300016111,唐地公民館,岩手県岩泉町釜津田字唐地24-2,1,,,39.783535985585,141.53723982711,
447,E0348300017111,岩泉町立岩泉中学校,岩手県岩泉町岩泉字一ツ石4,1,,,39.850467492521,141.80363162393,
448,E0348300019111,いわいずみこども園,岩手県岩泉町岩泉字三本松7-6,1,,,39.845547224047,141.79778768564,
449,E0348300020111,月出森山公民館,岩手県岩泉町岩泉字山屋1-2,1,,,39.81416279136,141.80597655853,
450,E0348300021112,岩泉町民会館・町立図書館,岩手県岩泉町岩泉字松橋21-1,1,,,39.842973561168,141.79362131101,
451,E0348300022111,下岩泉公民館,岩手県岩泉町岩泉字新町37,1,,,39.848163591467,141.82079504516,
452,E0348300024111,岩泉町Ｂ＆Ｇ海洋センター,岩手県岩泉町岩泉字中家55-1,1,,,39.849042395759,141.79519144956,
453,E0348300025111,龍ちゃんドーム,岩手県岩泉町岩泉字中野8-2,1,,,39.843650587522,141.78959845422,
454,E0348300026111,岩泉基幹集落センター,岩手県岩泉町岩泉字天間17-7,1,,,39.84790328979,141.78620881605,
455,E0348300027111,岩泉町立岩泉小学校,岩手県岩泉町岩泉字和川原4-2,1,,,39.849150232842,141.78984679852,
456,E0348300030111,小本生活改善センター,岩手県岩泉町小本字家の向52-1,1,,,39.843635005911,141.96802444974,津波は不可
457,E0348300031111,小成津波防災センター,岩手県岩泉町小本字小成133-2,1,,,39.826261099935,141.96881386443,
458,E0348300034111,小本小学校旧大牛内分校,岩手県岩泉町小本字大牛内318-1,1,,,39.87000864583,141.94962152269,
459,E0348300039111,岩泉町立小本小・中学校（津波避難ビル）,岩手県岩泉町小本字南中野145,1,,,39.839827976702,141.9548105279,津波は校舎２階以上
460,E0348300040111,小本津波防災センター（津波避難ビル）,岩手県岩泉町小本字南中野239-1,1,,,39.84271,141.958758,津波は屋上のみ
461,E0348300041111,茂師生活改善センター,岩手県岩泉町小本字本茂師92,1,,,39.833877343638,141.97793697289,
462,E0348300044111,岩泉町立有芸小学校,岩手県岩泉町上有芸字運名根27-21,1,,,39.772009078044,141.81007370493,
463,E0348300045111,有芸生活改善センター,岩手県岩泉町上有芸字猿ケ淵5-4,1,,,39.772476405163,141.811567601,
464,E0348300046111,農業体験交流施設,岩手県岩泉町上有芸字向平75,1,,,39.753252094921,141.75261801127,
465,E0348300047111,浅内多目的集会施設,岩手県岩泉町浅内字上糸坪48-1,1,,,39.818960833579,141.72579364486,
466,E0348300048111,旧浅内小学校,岩手県岩泉町浅内字上野82,1,,,39.820042995386,141.72496637015,
467,E0348300050111,旧大川小学校,岩手県岩泉町大川字下町112,1,,,39.802170139133,141.65390994523,
468,E0348300051111,大川基幹集落センター,岩手県岩泉町大川字下町117-4,1,,,39.802036854133,141.6532638623,
469,E0348300052111,大川地区総合交流センター,岩手県岩泉町大川字下町65-1,1,,,39.802718537832,141.65859216499,
470,E0348300054111,外川目公民館,岩手県岩泉町中島字外川目86,1,,,39.828723888408,141.94637602582,
471,E0348300056111,中里公民館,岩手県岩泉町中里字下中里12-1,1,,,39.831753967803,141.91649703152,
472,E0348300058111,二升石多目的集会施設,岩手県岩泉町二升石字坂の下10-5,1,,,39.838583916979,141.74621853881,
473,E0348300059111,旧二升石小学校,岩手県岩泉町二升石字大根13,1,,,39.841149402049,141.7461393963,
474,E0348300057111,尼額公民館,岩手県岩泉町尼額字山崎2-3,1,,,39.839978048719,141.77492074474,
475,E0348300061111,中沢公民館,岩手県岩泉町門字横道48,1,,,39.896501828744,141.62540013258,
476,E0348300062111,旧中沢小学校,岩手県岩泉町門字横道53-2,1,,,39.897345522503,141.62507826749,
477,E0348300063111,見内川公民館,岩手県岩泉町門字見内川100,1,,,39.901114569326,141.59280180819,
478,E0348300065111,三田貝公民館,岩手県岩泉町門字三田貝47-2,1,,,39.870941715846,141.58943299008,
479,E0348300066111,横道公民館,岩手県岩泉町門字中瀬10-2,1,,,39.890019195903,141.62530027725,
480,E0348300068111,岩泉町立小川小学校,岩手県岩泉町門字町32-3,1,,,39.876403791962,141.64938663409,
481,E0348300069111,小川生活改善センター,岩手県岩泉町門字町66-1,1,,,39.877105527443,141.64954133882,
482,E0348300070111,小川屋内多目的運動場,岩手県岩泉町門字町向31-1,1,,,39.875723930066,141.65209690974,
483,E0348300071111,岩泉町立小川中学校,岩手県岩泉町門字町向39,1,,,39.874682200742,141.65399512826,
484,E0348300072111,旧国見小学校,岩手県岩泉町門字雷峠44-25,1,,,39.90271486023,141.59345134344,
485,E0348300073111,旧小川小学校,岩手県岩泉町袰綿字関屋57-1,1,,,39.857886270065,141.68217806448,
486,E0320700001111,久慈市総合福祉センター,岩手県久慈市旭町7-127-3,1,,,40.20325217,141.7790563,
487,E0320700002111,旭町公民館,岩手県久慈市旭町7-73,1,,,40.20187032,141.7743252,
488,E0320700005111,川原屋敷地区農村センター,岩手県久慈市宇部町18-36-2,1,,,40.130749687983,141.81016949392,
489,E0320700006111,久喜小学校,岩手県久慈市宇部町19-192-1,1,,,40.14287419,141.8442956,
490,E0320700007111,久喜地区防災センター（久喜保育園）,岩手県久慈市宇部町20-146-1,1,,,40.136665415316,141.84016502943,
491,E0320700008111,三崎林業センター,岩手県久慈市宇部町22-27-4,1,,,40.14602205,141.8502427,
492,E0320700009111,三崎中学校,岩手県久慈市宇部町22-961,1,,,40.1492827,141.851088,
493,E0320700010111,小袖小学校,岩手県久慈市宇部町23-128-3,1,,,40.16067461,141.8480628,
494,E0320700011111,小袖地区漁村センター,岩手県久慈市宇部町23-37-1,1,,,40.165263115943,141.85362475767,
495,E0320700012111,和野公民館,岩手県久慈市宇部町4-20-3,1,,,40.129077477848,141.77863153492,
496,E0320700013111,宇部保育園,岩手県久慈市宇部町5-118,1,,,40.13212747,141.7848027,
497,E0320700014111,宇部小学校,岩手県久慈市宇部町5-132-8,1,,,40.13370046,141.7890545,
498,E0320700015111,久慈市宇部市民センター,岩手県久慈市宇部町5-41,1,,,40.131076928871,141.78742763677,
499,E0320700016111,宇部中学校,岩手県久慈市宇部町6-133-13,1,,,40.12652501,141.7840483,
500,E0320700017111,久慈市宇部マレットゴルフ場,岩手県久慈市宇部町7-158-1,1,,,40.1225369,141.7943806,
501,E0320700018111,久慈小学校,岩手県久慈市栄町31-149,1,,,40.19539591,141.7529793,
502,E0320700019111,栄町町民会館,岩手県久慈市栄町32-49-2,1,,,40.195113,141.760391,
503,E0320700020111,久慈中学校,岩手県久慈市栄町32-88-5,1,,,40.19524219,141.758663,
504,E0320700022111,夏井地域ふれあい館,岩手県久慈市夏井町夏井1-88-5,1,,,40.2207467,141.7550092,
505,E0320700021111,くにさか公民館,岩手県久慈市夏井町夏井10-9-5,1,,,40.23138712,141.7201744,
506,E0320700023111,富原公民館,岩手県久慈市夏井町夏井21-72-4,1,,,40.24165334,141.7015778,
507,E0320700024111,夏井農村地域交流館,岩手県久慈市夏井町夏井22-90-12,1,,,40.23508451,141.6960059,
508,E0320700025111,夏井小学校,岩手県久慈市夏井町夏井3-57-1,1,,,40.22458653,141.7518144,
509,E0320700026111,生平公民館,岩手県久慈市夏井町夏井4-28-1,1,,,40.22811416,141.7439899,
510,E0320700027111,黒沼公民館,岩手県久慈市夏井町黒沼5-1-2,1,,,40.22044941,141.7646561,
511,E0320700028111,平山小学校,岩手県久慈市夏井町早坂14-51-7,1,,,40.21807464,141.7815844,
512,E0320700029111,夏井中学校,岩手県久慈市夏井町早坂3-20,1,,,40.21824129,141.7639066,
513,E0320700030111,久慈市夏井市民センター,岩手県久慈市夏井町早坂8-1-1,1,,,40.216571,141.773779,
514,E0320700032111,大崎生活技術伝承館,岩手県久慈市夏井町大崎4-1-3,1,,,40.21210806,141.7800654,
515,E0320700034111,ふっこう館,岩手県久慈市夏井町大崎9-28-1,1,,,40.209867001231,141.7899591963,
516,E0320700035111,鳥谷子供会館,岩手県久慈市夏井町鳥谷6-14,1,,,40.23080979,141.7759318,
517,E0320700163111,高砂公民館,岩手県久慈市夏井町閉伊口1-28-5,1,,,40.226761,141.783478,
518,E0320700038111,へいのくち公民館,岩手県久慈市夏井町閉伊口7-12-7,1,,,40.2176538,141.7902553,
519,E0320700039111,半崎集会所,岩手県久慈市夏井町閉伊口8-85-3,1,,,40.21890459,141.799102,
520,E0320700042111,荷軽部地区集落センター,岩手県久慈市山形町荷軽部5-7,1,,,40.150829794434,141.50541356011,
521,E0320700043111,苅間沢集会所,岩手県久慈市山形町荷軽部8-17-1,1,,,40.171795463613,141.49852755522,
522,E0320700044111,つなぎ地区消防コミュニティーセンター,岩手県久慈市山形町繋20-30-2,1,,,40.143255160069,141.65999382076,
523,E0320700045111,岡堀公民館,岩手県久慈市山形町戸呂町2-6-1,1,,,40.215841,141.54769,
524,E0320700046111,戸呂町地区集落センター,岩手県久慈市山形町戸呂町4-50-64,1,,,40.202086,141.591216,
525,E0320700048111,小国地区多目的集会施設,岩手県久慈市山形町小国9-21-3,1,,,40.081391,141.622061,
526,E0320700049111,山形小学校,岩手県久慈市山形町川井10-13-1,1,,,40.14753658,141.5684786,
527,E0320700050111,山形中学校,岩手県久慈市山形町川井10-87-11,1,,,40.15083442,141.5683672,
528,E0320700051111,山形老人福祉センター,岩手県久慈市山形町川井12-60-2,1,,,40.14525201,141.5693298,
529,E0320700052111,山形Ｂ＆Ｇ海洋センター,岩手県久慈市山形町川井13-70-2,1,,,40.14121668,141.5642101,
530,E0320700053111,沼袋町内会公民館,岩手県久慈市山形町川井4-46-1,1,,,40.15911321,141.5918583,
531,E0320700054111,久慈市山形総合センター,岩手県久慈市山形町川井8-30-1,1,,,40.1484445,141.5715102,
532,E0320700055111,霜畑営農研修館,岩手県久慈市山形町霜畑14-41,1,,,40.121624708941,141.60076146508,
533,E0320700056111,元霜畑小学校,岩手県久慈市山形町霜畑7-44,1,,,40.09943315,141.59865,
534,E0320700057111,霜畑地区コミュニティーセンター,岩手県久慈市山形町霜畑7-63,1,,,40.09958373,141.5981048,
535,E0320700058111,元日野沢小学校,岩手県久慈市山形町日野沢4-69-3,1,,,40.17690419,141.5504194,
536,E0320700060111,来内小学校,岩手県久慈市山形町来内22-49-1,1,,,40.11094479,141.5025092,
537,E0320700061111,来内地区集落センター,岩手県久慈市山形町来内22-49-6,1,,,40.110953,141.503093,
538,E0320700062111,馬越公民館,岩手県久慈市山根町下戸鎖3-95-2,1,,,40.07216493,141.7156663,
539,E0320700063111,久慈市山根市民センター（元山根中学校）,岩手県久慈市山根町下戸鎖4-38-1,1,,,40.08473318,141.7068645,
540,E0320700164111,細野公民館,岩手県久慈市山根町細野3-125,1,,,40.055205,141.682863,
541,E0320700165111,端神公民館,岩手県久慈市山根町端神2-6-2,1,,,40.045744,141.693689,
542,E0320700069111,久慈市中央市民センター枝成沢分館,岩手県久慈市枝成沢18-1-2,1,,,40.20538239,141.7089731,
543,E0320700070111,横沼公民館,岩手県久慈市侍浜町横沼9-64-4,1,,,40.26076245,141.811018,
544,E0320700071111,外屋敷公民館,岩手県久慈市侍浜町外屋敷6-47-1,1,,,40.27570541,141.7968186,
545,E0320700072111,元侍浜小学校・角柄分校,岩手県久慈市侍浜町角柄11-89-1,1,,,40.24700519,141.7295069,
546,E0320700073111,桑畑コミュニティセンター,岩手県久慈市侍浜町桑畑5-40-244,1,,,40.285268873713,141.79601595518,
547,E0320700074111,久慈市侍浜市民センター,岩手県久慈市侍浜町向町8-3-2,1,,,40.268733596218,141.79628826508,
548,E0320700075111,白前公民館,岩手県久慈市侍浜町白前1-184,1,,,40.25095496,141.8140111,
549,E0320700076111,麦生地区農村センター,岩手県久慈市侍浜町麦生3-30,1,,,40.22519656,141.8250707,
550,E0320700078111,侍浜小学校,岩手県久慈市侍浜町保土沢8-27-1,1,,,40.26436424,141.8001406,
551,E0320700079111,保っ土木館,岩手県久慈市侍浜町保土沢8-43-179,1,,,40.25952417,141.7987483,
552,E0320700080111,北野公民館,岩手県久慈市侍浜町北野10-116-4,1,,,40.25267703,141.7852096,
553,E0320700081111,堀切ふれあいセンター,岩手県久慈市侍浜町堀切10-1-30,1,,,40.2594301,141.7630479,
554,E0320700082111,侍浜本町公民館,岩手県久慈市侍浜町本町7-47-4,1,,,40.27044888,141.7949186,
555,E0320700083111,侍浜中学校,岩手県久慈市侍浜町本町9-152,1,,,40.26889259,141.7835286,
556,E0320700084111,本波林業センター,岩手県久慈市侍浜町本波11-75-4,1,,,40.2402059,141.8060817,
557,E0320700085111,畑田保育園,岩手県久慈市寺里27-9-1,1,,,40.19508044,141.7415876,
558,E0320700086111,寺里公民館,岩手県久慈市寺里30-47-2,1,,,40.19515481,141.7469827,
559,E0320700087111,下日当公民館,岩手県久慈市小久慈町13-19-4,1,,,40.16278102,141.7390666,
560,E0320700088111,久慈市小久慈市民センター,岩手県久慈市小久慈町21-47-14,1,,,40.17044222,141.7450975,
561,E0320700089111,小久慈小学校,岩手県久慈市小久慈町24-51,1,,,40.17041397,141.747711,
562,E0320700091111,岩瀬張公民館,岩手県久慈市小久慈町3-49-3,1,,,40.15819744,141.7328686,
563,E0320700090111,下柏木公民館,岩手県久慈市小久慈町30-47-5,1,,,40.17378337,141.7527812,
564,E0320700092111,久慈文化財保管・展示施設,岩手県久慈市小久慈町37-32-1,1,,,40.17245656,141.7595483,
565,E0320700093111,長内中学校,岩手県久慈市小久慈町39-2-2,1,,,40.17259039,141.7638242,
566,E0320700094111,日吉町公民館,岩手県久慈市小久慈町53-56-2,1,,,40.16372637,141.748338,
567,E0320700095111,新井田子供会館,岩手県久慈市新井田5-17-2,1,,,40.194702,141.779324,
568,E0320700096111,久慈市民体育館,岩手県久慈市新中の橋4-13-3,1,,,40.19453044,141.7691887,
569,E0320700097111,久慈市中央市民センター,岩手県久慈市新中の橋5-28-4,1,,,40.19465159,141.7699657,
570,E0320700098111,三船十段記念館,岩手県久慈市川貫5-20-230,1,,,40.18802194,141.7591182,
571,E0320700099111,川貫公民館,岩手県久慈市川貫9-3-1,1,,,40.187847,141.752078,
572,E0320700103111,久慈高等学校長内校,岩手県久慈市川崎町1-15,1,,,40.19104942,141.7766508,
573,E0320700100111,久慈グランドホテル,岩手県久慈市川崎町10-15,1,,,40.18958674,141.7716703,「洪水」は２階以上、「津波」は４階以上
574,E0320700102111,久慈市保健センター,岩手県久慈市川崎町11-1,1,,,40.19087002,141.7713491,
575,E0320700104111,久慈市文化会館（アンバーホール）,岩手県久慈市川崎町17-1,1,,,40.191921,141.778613,
576,E0320700109111,生出町公民館,岩手県久慈市大川目町1-81,1,,,40.18354022,141.7325758,
577,E0320700105111,大川目北部公民館,岩手県久慈市大川目町13-104-2,1,,,40.18157272,141.7147197,
578,E0320700106111,大川目中学校,岩手県久慈市大川目町13-105,1,,,40.18078528,141.7140062,
579,E0320700108111,大川目小学校,岩手県久慈市大川目町14-45-1,1,,,40.18340768,141.7167357,
580,E0320700110111,山口地区農業技術伝承館,岩手県久慈市大川目町22-56-1,1,,,40.19095186,141.709848,
581,E0320700112111,田中公民館,岩手県久慈市大川目町27-117-4,1,,,40.19213218,141.7260025,
582,E0320700113111,滝地区農業センター,岩手県久慈市大川目町36-18-5,1,,,40.13275238,141.7007044,
583,E0320700114111,久慈市大川目市民センター,岩手県久慈市大川目町8-10-2,1,,,40.17703652,141.7187572,
584,E0320700116111,久慈市情報交流センター（ＹＯＭＵＮＯＳＵ）,岩手県久慈市中央3-58,1,,,40.189457204744,141.77092921262,「洪水」は２階以上、「津波」は屋上
585,E0320700120111,風の館,岩手県久慈市中町2-5-6,1,,,40.18987768,141.7647628,
586,E0320700122111,上長内公民館,岩手県久慈市長内町20-27-3,1,,,40.1789032,141.7756698,
587,E0320700123111,久慈市長内市民センター,岩手県久慈市長内町21-63-2,1,,,40.18430711,141.7722188,
588,E0320700124111,いなり保育園,岩手県久慈市長内町23-27,1,,,40.183685655815,141.77617075121,
589,E0320700125111,長内小学校,岩手県久慈市長内町25-41,1,,,40.18848729,141.7790564,
590,E0320700127111,下長内公民館,岩手県久慈市長内町28-96,1,,,40.185397,141.783421,
591,E0320700128111,久慈市防災センター,岩手県久慈市長内町29-21-1,1,,,40.1880139,141.7860853,
592,E0320700129111,元木沢地区防災センター,岩手県久慈市長内町35-74-9,1,,,40.18655731,141.79481252513,
593,E0320700132111,元木沢公民館,岩手県久慈市長内町36-12-3,1,,,40.18925762,141.796974,
594,E0320700134111,久慈東高等学校長内校舎,岩手県久慈市長内町43-81-2,1,,,40.181370832858,141.80533983016,
595,E0320700135111,二子集会所,岩手県久慈市長内町44-121,1,,,40.181984313945,141.8093618403,
596,E0320700137111,大尻地区漁村センター,岩手県久慈市長内町45-135-139,1,,,40.17396002,141.8246632,
597,E0320700141111,天神堂公民館（コミュニティーセンター）,岩手県久慈市天神堂36-120-4,1,,,40.19941404,141.7567942,
598,E0320700142111,田屋町子供会館,岩手県久慈市田屋町1-30-4,1,,,40.195674,141.77291,
599,E0320700145111,久慈高等学校,岩手県久慈市畑田26-96,1,,,40.19279935,141.7425758,
600,E0320700146111,秋葉館,岩手県久慈市八日町2-25,1,,,40.19125867,141.7627619,
601,E0320700150111,久慈湊小学校,岩手県久慈市湊町15-10-1,1,,,40.19666034,141.7853275,
602,E0320700151111,久慈中央市民センター久慈湊分館,岩手県久慈市湊町19-8-1,1,,,40.20175214,141.7908249,
603,E0320700152111,湊地区防災センター,岩手県久慈市湊町21-15-4,1,,,40.20510806386,141.79165761772,
604,E0320700155111,門前子供会館,岩手県久慈市門前1-115-1,1,,,40.19999943,141.7676414,
605,E0320700157111,久慈東高等学校,岩手県久慈市門前36-10,1,,,40.20105213,141.7629577,
606,E0320200001111,旧愛宕小学校（東棟）,岩手県宮古市愛宕1-4-5,1,津波が収まったのちに状況に応じて開設する。,,39.643627230848,141.96281689653,
607,E0320200008111,宮古小学校（体育館）,岩手県宮古市横町5-1,1,津波が収まったのちに状況に応じて開設する。,,39.64493909,141.9502181,
608,E0320200009111,第２６分団屯所,岩手県宮古市音部8-16-2,,,,39.596396354362,142.01666935801,
609,E0320200013111,河南中学校,岩手県宮古市河南1-1-1,1,,,39.62231244,141.9536754,
610,E0320200015111,花輪小学校,岩手県宮古市花輪第４地割26,,,,39.60922765,141.8992227,
611,E0320200016111,花輪中学校（体育館）,岩手県宮古市花輪第５地割132,,,,39.61417207,141.8986643,
612,E0320200017111,山口小学校,岩手県宮古市鴨崎町3-25,,津波が収まったのちに状況に応じて開設する。,,39.64473934,141.9432115,
613,E0320200019111,基幹集落センター,岩手県宮古市刈屋11-101-17,,,,39.64545592,141.7570799,
614,E0320200020111,新里小学校,岩手県宮古市刈屋第１１地割483,,,,39.64475697,141.7535223,
615,E0320200021111,林業活力センター,岩手県宮古市刈屋第４地割5,,,,39.66538522,141.7337927,
616,E0320200025111,第一中学校,岩手県宮古市宮町2-5-7,,津波が収まったのちに状況に応じて開設する。,,39.63739657,141.9446557,
617,E0320200026111,金浜農漁村センター,岩手県宮古市金浜1-1-49,,,,39.599315007737,141.93870716926,
618,E0320200027111,金浜老人福祉センター,岩手県宮古市金浜1-16-1,,,,39.59797501,141.9443953,
619,E0320200030111,門馬地域振興センター,岩手県宮古市区界3-32-20,,,,39.63391171,141.4376097,
620,E0320200031111,旧門馬小学校,岩手県宮古市区界4-148-1,,,,39.64035388,141.425306,
621,E0320200034111,鍬ヶ崎小学校,岩手県宮古市熊野町6-33,,津波が収まったのちに状況に応じて開設する。,,39.64972697,141.9670424,
622,E0320200041111,江繋地域振興センター,岩手県宮古市江繋9-43,,,,39.5362035,141.6584718,
623,E0320200043111,鍬ヶ崎公民館,岩手県宮古市港町3-1,,,,39.648333805788,141.96895772767,
624,E0320200050111,崎山中学校,岩手県宮古市崎山3-1-1,,,,39.67914794,141.9610204,
625,E0320200054111,山口公民館,岩手県宮古市山口1-3-14,,,,39.65031259,141.9370402,
626,E0320200057111,千鶏コミュニティ消防センター,岩手県宮古市重茂15-3-1,,,,39.528830073017,142.03205988675,
627,E0320200065111,重茂地区総合交流促進センター,岩手県宮古市重茂第１地割61,1,,,39.58208382,142.0213872,
628,E0320200068111,北地区公民館,岩手県宮古市重茂第２８地割20,,,,39.63379161,142.0120232,
629,E0320200076111,小国地域振興センター,岩手県宮古市小国9-96-7,,,,39.51105207,141.6704014,
630,E0320200079111,小山田地区センター,岩手県宮古市小山田3-4-5,1,,,39.63196746,141.940019,
631,E0320200083111,松山地区センター,岩手県宮古市松山9-17-1,,,,39.62148876,141.9149963,
632,E0320200085111,磯鶏小学校,岩手県宮古市上村2-4-1,1,,,39.62704663,141.9545508,
633,E0320200088111,千徳小学校,岩手県宮古市西ケ丘1-2-1,,,,39.64069716,141.916603,
634,E0320200089111,宮古西中学校,岩手県宮古市西ケ丘2-1-1,,,,39.64066433,141.9126121,
635,E0320200091111,旧赤前小学校,岩手県宮古市赤前11-49-2,,,,39.58218898,141.9564696,
636,E0320200098111,宮古浄化センター（２階）,岩手県宮古市千徳14-11-2,,,,39.62944542,141.9232886,
637,E0320200099111,千徳公民館（２階）,岩手県宮古市千徳町5-39,,,,39.63325097,141.919284,
638,E0320200100111,川井生涯学習センター,岩手県宮古市川井186-1,,,,39.60008737,141.6794623,
639,E0320200101111,川井地域振興センター,岩手県宮古市川井5-101-13,,,,39.5978463,141.6815961,
640,E0320200105111,薬師塗漆工芸館,岩手県宮古市川内8-8-1,,,,39.648635583913,141.58971833028,
641,E0320200111111,長沢農村センター,岩手県宮古市長沢16-123-8,,,,39.60185945,141.888437,
642,E0320200114111,津軽石公民館,岩手県宮古市津軽石4-40-6,,,,39.581828894398,141.93510092099,
643,E0320200116111,津軽石中学校（体育館）,岩手県宮古市津軽石第１１地割57,,津波が収まったのちに状況に応じて開設する。,,39.57232592,141.9385673,
644,E0320200122111,津軽石小学校,岩手県宮古市津軽石第４地割82,,津波が収まったのちに状況に応じて開設する。,,39.58110081,141.9337129,
645,E0320200124111,田代林業者センター,岩手県宮古市田代16-50-2,,,,39.703446372745,141.89919171569,
646,E0320200126111,田老総合事務所,岩手県宮古市田老1-3-4,,,,39.735409207388,141.96746638637,
647,E0320200136111,三王地区自治会研修センター,岩手県宮古市田老三王2-4-3,1,,,39.741032053226,141.97916383051,
648,E0320200141111,田老第一小学校,岩手県宮古市田老字館が森155-2,,津波が収まったのちに状況に応じて開設する。,,39.7361014,141.9658556,
649,E0320200142111,グリーンピア三陸みやこ,岩手県宮古市田老字向新田148,,ペット同行・同伴避難所として併設指定,,39.790029092067,141.96853673279,
650,E0320200149111,第３２分団屯所,岩手県宮古市田老字上摂待15-2,,,,39.80777463292,141.95991051269,
651,E0320200156111,宮古北高等学校,岩手県宮古市田老字八幡水神43-2,1,,,39.730870670761,141.94979157818,
652,E0320200165111,旧藤原小学校,岩手県宮古市藤原上町1-37,,津波が収まったのちに状況に応じて開設する。,,39.63681669,141.9575015,
653,E0320200168111,第二中学校,岩手県宮古市日の出町7-1,,,,39.6534193,141.9547142,
654,E0320200175111,白浜地区会館,岩手県宮古市白浜1-105,,,,39.609900611125,141.98495970884,
655,E0320200177111,旧海幸園,岩手県宮古市白浜第２地割35,,,,39.60954307,141.9792297,
656,E0320200179111,川井中学校,岩手県宮古市箱石第１地割4,,,,39.62409116,141.6223298,
657,E0320200180111,箱石地域振興センター,岩手県宮古市箱石第１地割77,,,,39.61342589,141.6271696,
658,E0320200184111,腹帯地区コミュニティ消防センター,岩手県宮古市腹帯1-44-13,,,,39.604888334494,141.76755256186,
659,E0320200185111,腹帯生活改善センター,岩手県宮古市腹帯4-112-3,,,,39.60366615,141.7649776,
660,E0320200187111,新里福祉センター,岩手県宮古市茂市2-112-1,,,,39.62624523,141.791138,
661,E0320200188111,新里生涯学習センター,岩手県宮古市茂市5-5-2,,,,39.615937942322,141.79933189815,
662,E0320200189111,和井内ふるさと会館,岩手県宮古市和井内17-64-2,,,,39.68565359,141.7162541,
663,E0320200190111,四番地区総合センター,岩手県宮古市和井内4-27-6,,,,39.69456611,141.709272,
